method,data_foundry_task_id,mode,mode_kwargs,repeat,original_features,max_features,selected_features,num_classes,num_samples,min_samples_per_class,elapsed_time_fs
FSBench__RandomFeatureSelector__5__0__lgbm__3600,UserTask|1386903908|anneal/019d3f7b-494a-71fa-8eb2-25d01dfb7792|/Users/schaefer.bastian/.openml/tabarena_tasks,validity,"{'noise': 1.0, 'noise_type': 'gaussian'}",0,"['family', 'product-type', 'steel', 'carbon', 'hardness', 'temper_rolling', 'condition', 'formability', 'strength', 'non-ageing', 'surface-finish', 'surface-quality', 'enamelability', 'bc', 'bf', 'bt', 'bw_me', 'bl', 'm', 'chrom', 'phos', 'cbond', 'marvi', 'exptl', 'ferro', 'corr', 'blue_bright_varn_clean', 'lustre', 'jurofm', 's', 'p', 'shape', 'thick', 'width', 'len', 'oil', 'bore', 'packing']",13,"['m', '__noise_feature_9__', '__noise_feature_0__', '__noise_feature_20__', '__noise_feature_3__', 'jurofm', 'chrom', 'p', 'cbond', '__noise_feature_13__', 'surface-finish', '__noise_feature_23__', '__noise_feature_18__']",5,898,8,0.024842582999553997
